Movie;Director;Running time;Actor 1;Actor 2;Actor 3;Genre;Budget;Box Office;Release year
Spider-Man;Sam Raimi;121;J.K. Simmons;James Franco;Kirsten Dunst;Action;139000000;821000000;2002
Dumb and Dumber To;Bobby Farrelly;109;Bill Murray;Kathleen Turner;Rob Riggle;Comedy;35000000;169000000;2014
Kung Fu Panda 2;Jennifer Yuh Nelson;90;Angelina Jolie;Gary Oldman;Mike Bell;Action;150000000;665000000;2011
Resident Evil;Paul W.S. Anderson;100;Milla Jovovich;Jaymes Butler;Colin Salmon;Action;33000000;102000000;2002
Barnyard;Steve Oedekerk;90;Rob Paulsen;Wanda Sykes;Maurice LaMarche;Animation;51000000;117000000;2006
Love Actually;Richard Curtis;129;Colin Firth;Liam Neeson;Kris Marshall;Comedy;45000000;248000000;2003
Far from Men;David Oelhoffen;101;Viggo Mortensen;Reda Kateb;Ã�ngela Molina;Drama;7700000;3100000;2014
Ghost Town;David Koepp;102;Aasif Mandvi;Dequina Moore;Jordan Carlos;Comedy;20000000;27000000;2008
Her;Spike Jonze;126;Scarlett Johansson;Brian Johnson;Matt Letscher;Drama;23000000;48000000;2013
King's Ransom;Jeffrey W. Byrd;95;Donald Faison;Loretta Devine;Regina Hall;Comedy;15000000;4000000;2005
Baby Boy;John Singleton;130;Mo'Nique;Snoop Dogg;Angell Conwell;Crime;16000000;29000000;2001
Good;Vicente Amorim;92;Viggo Mortensen;Jodie Whittaker;Steven Mackintosh;Drama;15000000;3000000;2008
Brooklyn Rules;Michael Corrente;99;Jerry Ferrara;Tony Devon;Alexa Havins;Crime;8000000;9000000;2007
Munich;Steven Spielberg;163;Ayelet Zurer;Moritz Bleibtreu;Mathieu Amalric;Drama;70000000;130000000;2005
Dolphin Tale 2;Charles Martin Smith;107;Morgan Freeman;Taylor Blackwell;Harry Connick Jr.;Drama;36000000;40000000;2014
A Serious Man;Ethan Coen;106;Michael Stuhlbarg;Fred Melamed;Peter Breitmayer;Comedy;7000000;6000000;2009
Friends with Money;Nicole Holofcener;88;Greg Germann;Marin Hinkle;Jake Cherry;Comedy;6500000;18000000;2006
The Back-up Plan;Alan Poul;104;Danneel Ackles;Noureen DeWulf;Tom Bosley;Comedy;35000000;80000000;2010
Hearts in Atlantis;Scott Hicks;101;Anthony Hopkins;Mika Boorem;Hope Davis;Drama;31000000;50000000;2001
High School Musical;Kenny Ortega;98;Lucas Grabeel;Corbin Bleu;Olesya Rulin;Comedy;4200000;211000000;2006
Howl's Moving Castle;Hayao Miyazaki;119;Christian Bale;Blythe Danner;Jean Simmons;Animation;24000000;235000000;2004
Igby Goes Down;Burr Steers;99;Kieran Culkin;Rory Culkin;Bill Irwin;Comedy;9000000;6900000;2002
Last Vegas;Jon Turteltaub;105;Robert De Niro;Morgan Freeman;Romany Malco;Comedy;28000000;135000000;2013
Battlefield Earth;Roger Christian;119;Richard Tyson;Michael Byrne;John Topor;Action;44000000;29000000;2000
S.W.A.T.;Clark Johnson;117;Jeremy Renner;Josh Charles;LL Cool J;Action;80000000;207000000;2003
Spring Breakers;Harmony Korine;94;James Franco;Heather Morris;Rachel Korine;Crime;5000000;14000000;2012
The Hoax;Lasse Hallström;116;Hope Davis;Christopher Evan Welch;James Biberi;Comedy;25000000;11000000;2006
The Time Machine;Simon Wells;96;Mark Addy;Alan Young;Josh Stamberg;Action;80000000;123000000;2002
The Unborn;David S. Goyer;89;Gary Oldman;Atticus Shaffer;Rachel Brosnahan;Drama;16000000;76000000;2009
Two Lovers;James Gray;110;Isabella Rossellini;Vinessa Shaw;Samantha Ivers;Drama;12000000;16800000;2008
Adore;Anne Fontaine;112;Robin Wright;Naomi Watts;Ben Mendelsohn;Drama;16000000;2500000;2013
Alice in Wonderland;Tim Burton;108;Johnny Depp;Alan Rickman;Anne Hathaway;Adventure;200000000;1020000000;2010
The Rundown;Peter Berg;104;Dwayne Johnson;Rosario Dawson;Ewen Bremner;Action;85000000;86000000;2003
Big Trouble;Barry Sonnenfeld;74;Zooey Deschanel;Janeane Garofalo;Omar Epps;Comedy;40000000;50000000;2002
Bowling for Columbine;Michael Moore;120;Michael Moore;Dick Clark;Bill Clinton;Documentary;4000000;58000000;2002
Hit and Run;David Palmer;100;Bradley Cooper;Tom Arnold;Beau Bridges;Action;2000000;14000000;2012
Kiss the Bride;C. Jay Cox;100;Tori Spelling;Amber Benson;Garrett M. Brown;Comedy;500000;600000;2007
Mindhunters;Renny Harlin;101;LL Cool J;Clifton Collins Jr.;Eion Bailey;Crime;27000000;4000000;2004
Pompeii;Paul W.S. Anderson;105;Sasha Roiz;Currie Graham;Dylan Schombing;Action;80000000;117000000;2014
Freedom;Peter Cousens;94;Sharon Leal;David Rasche;Bart Shatto;Drama;14500000;10300000;2014
The Age of Adaline;Lee Toland Krieger;112;Harrison Ford;Michiel Huisman;Ellen Burstyn;Drama;25000000;65600000;2015
The Cottage;Paul Andrew Williams;92;Dave Legeno;Doug Bradley;Georgia Groome;Comedy;2500000;2000000;2008
The Walking Deceased;Scott Dow;88;Trenton Rostedt;Wray Crawford;Dave Sheridan;Comedy;1250000;1000000;2015
American Gangster;Ridley Scott;176;Denzel Washington;Ruby Dee;RZA;Biography;100000000;266000000;2007
Lone Survivor;Peter Berg;121;Jerry Ferrara;Scott Elrod;Dan Bilzerian;Action;40000000;155000000;2013
30 Minutes or Less;Ruben Fleischer;83;Bianca Kajlich;Dilshad Vadsaria;Fred Ward;Action;28000000;40000000;2011
No Strings Attached;Ivan Reitman;108;Natalie Portman;Greta Gerwig;Mindy Kaling;Comedy;25000000;149000000;2011
Cop Out;Kevin Smith;107;Bruce Willis;Tracy Morgan;Kevin Pollak;Action;37000000;58000000;2010
Broken City;Allen Hughes;109;Alona Tal;James Ransone;Michael Beach;Crime;35000000;35000000;2013
Coyote Ugly;David McNally;107;Adam Garcia;Tyra Banks;Izabella Miko;Comedy;45000000;114000000;2000
I Want Your Money;Ray Griggs;92;Bill Farmer;Chris Cox;Mike Huckabee;Documentary;400000;1000000;2010
Sunshine;Danny Boyle;107;Chris Evans;Benedict Wong;Troy Garity;Adventure;26000000;32700000;2007
Superbad;Greg Mottola;119;Emma Stone;Joe Lo Truglio;Kevin Corrigan;Comedy;20000000;169000000;2007
The Frozen Ground;Scott Walker;105;Nicolas Cage;Radha Mitchell;Jodi Lyn O'Keefe;Crime;27220000;5000000;2013
The Quiet American;Phillip Noyce;101;Brendan Fraser;Tzi Ma;Holmes Osborne;Drama;30000000;28000000;2002
The Squid and the Whale;Noah Baumbach;88;William Baldwin;Elizabeth Meriwether;Owen Kline;Comedy;1500000;12000000;2005
Jay and Silent Bob Strike Back;Kevin Smith;104;Will Ferrell;Shannon Elizabeth;Jason Mewes;Comedy;22000000;33900000;2001
Underworld: Evolution;Len Wiseman;102;Sophia Myles;Tony Curran;Derek Jacobi;Action;50000000;62600000;2006
Firewall;Richard Loncraine;105;Jimmy Bennett;Harrison Ford;Mary Lynn Rajskub;Crime;50000000;82700000;2006
The Witch;Robert Eggers;92;Julian Richings;Kate Dickie;Ralph Ineson;Horror;3500000;40000000;2015
School of Rock;Richard Linklater;108;Miranda Cosgrove;Sarah Silverman;Mike White;Comedy;35000000;131000000;2003
The Pirates Who Don't Do Anything: A VeggieTales Movie;Mike Nawrocki;85;Yuri Lowenthal;Cam Clarke;Phil Vischer;Animation;15000000;12000000;2008
All the Real Girls;David Gordon Green;108;Zooey Deschanel;Paul Schneider;Shea Whigham;Drama;2500000;200000;2003
Before Midnight;Richard Linklater;109;Seamus Davey-Fitzpatrick;Ariane Labed;Athina Rachel Tsangari;Drama;3000000;21000000;2013
Deuces Wild;Scott Kalvert;96;Norman Reedus;James Franco;Frankie Muniz;Action;10000000;6000000;2002
Never Again;Eric Schaeffer;98;Peter Dinklage;Bill Duke;Michael McKean;Comedy;500000;5000000;2001
Sabotage;David Ayer;109;Mireille Enos;Martin Donovan;Maurice Compte;Action;35000000;22000000;2014
The Amazing Spider-Man 2;Marc Webb;142;Emma Stone;Andrew Garfield;B.J. Novak;Action;200000000;202000000;2014
Guardians of the Galaxy;James Gunn;121;Bradley Cooper;Vin Diesel;Djimon Hounsou;Action;170000000;773000000;2014
Into the Blue;John Stockwell;110;Paul Walker;James Frain;Ashley Scott;Action;50000000;44500000;2005
Love in the Time of Cholera;Mike Newell;139;Marcela Mar;Giovanna Mezzogiorno;Unax Ugalde;Drama;45000000;31000000;2007
Jeepers Creepers;Victor Salva;90;Eileen Brennan;Patricia Belcher;Jonathan Breck;Horror;10000000;59000000;2001
Lost in Translation;Sofia Coppola;101;Scarlett Johansson;Bill Murray;Catherine Lambert;Drama;4000000;120000000;2003
Two Brothers;Jean-Jacques Annaud;109;David Gant;Jean-Claude Dreyfus;Oanh Nguyen;Adventure;59660000;62000000;2004
Godsend;Nick Hamm;102;Robert De Niro;Cameron Bright;Munro Chambers;Thriller;25000000;30000000;2004
Anchorman: The Legend of Ron Burgundy;Adam McKay;98;Darcy Donavan;Will Ferrell;Steve Carell;Comedy;26000000;90000000;2004
Elsa & Fred;Michael Radford;97;Chris Noth;Jared Gilman;James Brolin;Comedy;10000000;5100000;2014
Quarantine;John Erick Dowdle;89;Andrew Fiscella;Jay Hernandez;Dania Ramirez;Horror;12000000;41000000;2008
The Hunt;Thomas Vinterberg;115;Thomas Bo Larsen;Alexandra Rapaport;Hana Shuan;Drama;3800000;16000000;2012
City Island;Raymond De Felitta;104;Ezra Miller;Curtiss Cook;Dominik García-Lorido;Comedy;6000000;11000000;2009
The Great Beauty;Paolo Sorrentino;172;Toni Servillo;Sabrina Ferilli;Serena Grandi;Drama;9200000;24000000;2013
Walking Tall;Kevin Bray;86;Dwayne Johnson;Ashley Scott;Michael Bowen;Action;56000000;57000000;2004
Super;James Gunn;96;Linda Cardellini;Rainn Wilson;Paul T. Taylor;Comedy;2500000;324000;2010
Amélie;Jean-Pierre Jeunet;122;Mathieu Kassovitz;Jamel Debbouze;Isabelle Nanty;Comedy;77000000;174000000;2001
Dope;Rick Famuyiwa;103;Kimberly Elise;Rick Fox;Kiersey Clemons;Comedy;7000000;18000000;2015
I Spy;Betty Thomas;97;Gary Cole;Phill Lewis;Tate Taylor;Action;70000000;51000000;2002
Looper;Rian Johnson;119;Joseph Gordon-Levitt;Bruce Willis;Tracie Thoms;Action;30000000;176000000;2012
Marmaduke;Tom Dey;87;Emma Stone;Judy Greer;Steve Coogan;Comedy;50000000;83600000;2010
The Devil's Double;Lee Tamahori;109;Mem Ferda;Dominic Cooper;Ludivine Sagnier;Biography;15000000;5300000;2011
All the King's Men;Steven Zaillian;128;Kate Winslet;Anthony Hopkins;Kevin Dunn;Thriller;55000000;74800000;2006
The Watcher;Joe Charbanic;97;Keanu Reeves;Joseph Sikora;Chris Ellis;Crime;33000000;47000000;2000
Cats & Dogs;Lawrence Guterman;87;Carol Ann Susi;Elizabeth Perkins;Miriam Margolyes;Action;60000000;203000000;2001
Criminal;Ariel Vromen;113;Gary Oldman;Jordi MollÃ ;Doug Cockle;Action;31500000;12000000;2016
Gravity;Alfonso Cuarón;91;Phaldut Sharma;Basher Savage;Amy Warren;Adventure;100000000;723000000;2013
Kicking & Screaming;Jesse Dylan;95;Josh Hutcherson;Will Ferrell;Robert Duvall;Comedy;45000000;56000000;2005
Ã†on Flux;Karyn Kusama;93;Charlize Theron;Sophie Okonedo;Paterson Joseph;Sci-Fi;62000000;52600000;2005
The Bourne Supremacy;Paul Greengrass;108;Matt Damon;Joan Allen;Oksana Akinshina;Action;75000000;291000000;2004
Autumn in New York;Joan Chen;103;J.K. Simmons;Sam Trammell;Elaine Stritch;Drama;40000000;43000000;2000
Beverly Hills Chihuahua;Raja Gosnell;91;Jamie Lee Curtis;Nick Zano;Ali Hillis;Adventure;20000000;150000000;2008
Sex Tape;Jake Kasdan;94;James Wilcox;Randall Park;Nat Faxon;Comedy;40000000;125000000;2014
The Ruins;Carter Smith;93;Laura Ramsey;Jonathan Tucker;Sergio Calderón;Horror;8000000;22000000;2008
A Knight's Tale;Brian Helgeland;144;Heath Ledger;Rufus Sewell;Bérénice Bejo;Action;65000000;117000000;2001
Crossover;Preston A. Whitmore II;95;Wesley Jonathan;Wayne Brady;Eva Marcille;Action;5600000;7000000;2006
Finding Nemo;Andrew Stanton;100;Alexander Gould;Stephen Root;Brad Garrett;Animation;94000000;940000000;2003
Kingdom of Heaven;Ridley Scott;194;Liam Neeson;Orlando Bloom;Philip Glenister;Action;130000000;218000000;2005
Knocked Up;Judd Apatow;133;Harold Ramis;Martin Starr;Charlyne Yi;Comedy;30000000;220000000;2007
Ocean's Twelve;Steven Soderbergh;125;Brad Pitt;Julia Roberts;Mini Anden;Crime;110000000;362000000;2004
It Follows;David Robert Mitchell;100;Maika Monroe;Ruby Harris;Jake Weary;Horror;2000000;20000000;2014
Self/less;Tarsem Singh;117;Ryan Reynolds;Derek Luke;Sandra Ellis Lafferty;Action;26000000;30600000;2015
The Vow;Michael Sucsy;104;Channing Tatum;Lucas Bryant;Dillon Casey;Drama;30000000;125000000;2012
300;Zack Snyder;117;Gerard Butler;Michael Fassbender;Vincent Regan;Action;65000000;456000000;2006
Beyond the Lights;Gina Prince-Bythewood;116;Minnie Driver;Nate Parker;Darryl Stephens;Drama;7000000;14000000;2014
Da Sweet Blood of Jesus;Spike Lee;123;Rami Malek;Elvis Nolasco;Felicia Pearson;Comedy;1420000;5000000;2014
RocknRolla;Guy Ritchie;114;Tom Hardy;Gerard Butler;Tom Wilkinson;Action;18000000;26000000;2008
The Adjustment Bureau;George Nolfi;106;Matt Damon;Michael Kelly;Jon Stewart;Romance;50200000;127000000;2011
The Santa Clause 2;Michael Lembeck;104;Judge Reinhold;Aisha Tyler;Eric Lloyd;Comedy;60000000;172000000;2002
Bernie;Richard Linklater;99;Matthew McConaughey;Brandon Smith;Rick Dial;Comedy;5000000;9200000;2011
In Bruges;Martin McDonagh;107;Elizabeth Berrington;Anna Madeley;Eric Godon;Comedy;15000000;33000000;2008
Mirrors;Alexandre Aja;112;Jason Flemyng;Cameron Boyce;Julian Glover;Horror;35000000;32000000;2008
The Constant Gardener;Fernando Meirelles;129;Archie Panjabi;Danny Huston;Donald Sumpter;Drama;15000000;125000000;2005
Ray;Taylor Hackford;178;Bokeem Woodbine;Curtis Armstrong;Harry Lennix;Biography;40000000;123000000;2004
Stoker;Chan-wook Park;99;Mia Wasikowska;Alden Ehrenreich;Harmony Korine;Thriller;12000000;12000000;2013
2012;Roland Emmerich;158;Oliver Platt;Liam James;Tom McCarthy;Action;200000000;800000000;2009
Kevin Hart: Let Me Explain;Leslie Small;75;David Jason Perez;La'Princess Jackson;Dana Hanna;Comedy;2500000;32000000;2013
12 Years a Slave;Steve McQueen;134;Quvenzhané Wallis;Scoot McNairy;Taran Killam;Biography;20000000;187000000;2013
Midnight in Paris;Woody Allen;94;Kurt Fuller;Audrey Fleurot;Nina Arianda;Comedy;17000000;150000000;2011
Harry Potter and the Order of the Phoenix;David Yates;138;Robert Pattinson;Daniel Radcliffe;Fiona Shaw;Adventure;150000000;940000000;2007
Identity;James Mangold;91;Clea DuVall;Rebecca De Mornay;Jake Busey;Mystery;30000000;90400000;2003
Mission: Impossible III;J.J. Abrams;124;Philip Seymour Hoffman;Tom Cruise;Eddie Marsan;Action;150000000;397000000;2006
Love Ranch;Taylor Hackford;117;Scout Taylor-Compton;Bai Ling;Gil Birmingham;Comedy;25000000;1370000;2010
Training Day;Antoine Fuqua;122;Denzel Washington;Snoop Dogg;Tom Berenger;Crime;45000000;104000000;2001
Martin Lawrence Live: Runteldat;David Raynr;113;Nancy O'Dell;Mikki Padilla;Dayna Devon;Biography;3000000;19500000;2002
Echo Dr.;Patrick Ryan Sims;81;Claire Gordon-Harper;Hugh Mun;Johnathan Hurley;Action;100000;2000000;2013
Home Run;David Boyd;113;Vivica A. Fox;Drew Waters;Scott Elrod;Drama;1200000;2700000;2013
The Collection;Marcus Dunstan;82;Daniel Sharman;Johanna Braddy;Lee Tergesen;Action;10000000;9600000;2012
Wasabi;Gérard Krawczyk;94;Carole Bouquet;Ry?ko Hirosue;Michel Muller;Action;15300000;11300000;2001
Wild Card;Simon West;92;Jason Statham;Michael Angarano;Jason Alexander;Action;30000000;6000000;2015
Crazy Stone;Hao Ning;98;Bo Huang;Zheng Xu;Zhonghua Chen;Comedy;3000000;750000;2006
Monte Carlo;Thomas Bezucha;109;Leighton Meester;Luke Bracey;Brett Cullen;Adventure;20000000;39000000;2011
Snow Dogs;Brian Levant;99;James Coburn;Nichelle Nichols;M. Emmet Walsh;Adventure;35000000;35000000;2002
Space Cowboys;Clint Eastwood;130;Clint Eastwood;Courtney B. Vance;William Devane;Action;65000000;133000000;2000
The Change-Up;David Dobkin;118;Ryan Reynolds;Olivia Wilde;Mircea Monroe;Comedy;52000000;75500000;2011
A Madea Christmas;Tyler Perry;100;Alicia Witt;Tika Sumpter;Larry the Cable Guy;Comedy;25000000;53000000;2013
Legally Blonde 2: Red White & Blonde;Charles Herman-Wurmfeld;95;Mary Lynn Rajskub;Bruce McGill;Bob Newhart;Comedy;45000000;140000000;2003
The Hangover Part II;Todd Phillips;102;Bradley Cooper;Mason Lee;Mike Tyson;Comedy;80000000;586000000;2011
Carnage;Roman Polanski;80;Kate Winslet;Christoph Waltz;Julie Adams;Comedy;25000000;28000000;2011
Spy Kids 2: Island of Lost Dreams;Robert Rodriguez;100;Steve Buscemi;Alexa PenaVega;Emily Osment;Action;38000000;119000000;2002
We Need to Talk About Kevin;Lynne Ramsay;112;Ezra Miller;Siobhan Fallon Hogan;Ashley Gerasimovich;Thriller;7000000;6500000;2011
Xi you ji zhi: Sun Wukong san da Baigu Jing;Pou-Soi Cheang;119;Li Gong;Aaron Kwok;Eddie Peng;Action;68005000;28000000;2016
Domino;Tony Scott;127;Ian Ziering;Mo'Nique;Edgar Ramírez;Action;50000000;22900000;2005
Elizabeth: The Golden Age;Shekhar Kapur;114;Eddie Redmayne;Abbie Cornish;Jordi MollÃ ;Biography;55000000;74600000;2007
EuroTrip;Jeff Schaffer;93;Matt Damon;Scott Mechlowicz;Jacob Pitts;Comedy;25000000;2000000;2004
Shark Tale;Bibo Bergeron;90;Robert De Niro;Martin Scorsese;Angelina Jolie;Animation;75000000;367000000;2004
The Awakening;Nick Murphy;107;Isaac Hempstead Wright;Imelda Staunton;Joseph Mawle;Horror;3000000;7000000;2011
21 & Over;Jon Lucas;93;Justin Chon;Josie Loren;Sarah Wright;Comedy;13000000;48000000;2013
Like Crazy;Drake Doremus;90;Jennifer Lawrence;Charlie Bewley;Finola Hughes;Drama;250000;3700000;2011
Across the Universe;Julie Taymor;133;Jim Sturgess;T.V. Carpio;Robert Clohessy;Drama;70000000;29700000;2007
The Blind Side;John Lee Hancock;129;Catherine Dyer;Quinton Aaron;Kim Dickens;Biography;29000000;309000000;2009
The Last Song;Julie Anne Robinson;107;Kelly Preston;Bobby Coleman;Melissa Ordway;Drama;20000000;89000000;2010
Contraband;Baltasar Kormákur;109;J.K. Simmons;David O'Hara;Lukas Haas;Action;25000000;96000000;2012
Dead Man Down;Niels Arden Oplev;118;Dominic Cooper;Isabelle Huppert;James Biberi;Action;30000000;18000000;2013
Leatherheads;George Clooney;114;Robert Baker;Malcolm Goodwin;Matt Bushell;Comedy;58000000;44000000;2008
Talladega Nights: The Ballad of Ricky Bobby;Adam McKay;122;Will Ferrell;Leslie Bibb;Gary Cole;Action;73000000;163000000;2006
Elf;Jon Favreau;97;Peter Dinklage;Zooey Deschanel;Will Ferrell;Comedy;33000000;220000000;2003
How to Train Your Dragon;Dean DeBlois;98;Gerard Butler;America Ferrera;Craig Ferguson;Animation;165000000;495000000;2010
Man on Fire;Tony Scott;146;Denzel Washington;Radha Mitchell;Giancarlo Giannini;Action;70000000;132000000;2004
The Yellow Handkerchief;Udayan Prasad;102;Kristen Stewart;Eddie Redmayne;William Hurt;Drama;15500000;1000000;2008
Three Kingdoms: Resurrection of the Dragon;Daniel Lee;102;Andy Lau;Sammo Kam-Bo Hung;Andy On;Action;25000000;21000000;2008
Cloudy with a Chance of Meatballs;Phil Lord;90;Will Forte;Bobb'e J. Thompson;Al Roker;Animation;100000000;243000000;2009
Coach Carter;Thomas Carter;136;Channing Tatum;Rick Gonzalez;Robert Ri'chard;Drama;30000000;76700000;2005
Kickboxer: Vengeance;John Stockwell;90;Matthew Ziff;T.J. Storm;Sam Medina;Action;17000000;3000000;2016
Crowsnest;Brenton Spencer;84;Christie Burke;Victor Zinck Jr.;Chelsey Reist;Action;1200000;1200000;2012
Dragon Nest: Warriors' Dawn;Yuefeng Song;88;Blythe Auffarth;Bianca Collins;Jiao Xu;Animation;22000000;10000000;2014
Seven Pounds;Gabriele Muccino;123;Will Smith;Rosario Dawson;Madison Pettis;Drama;55000000;168000000;2008
Somewhere;Sofia Coppola;97;Nathalie Fay;Chris Pontius;Erin Wasson;Comedy;7000000;14000000;2010
Brown Sugar;Rick Famuyiwa;109;Boris Kodjoe;Sanaa Lathan;Wendell Pierce;Comedy;8000000;27800000;2002
Memoirs of a Geisha;Rob Marshall;145;Li Gong;Mako;Karl Yune;Drama;85000000;162000000;2005
Swordfish;Dominic Sena;99;Hugh Jackman;Don Cheadle;Sam Shepard;Action;80000000;147000000;2001
The Longshots;Fred Durst;94;Tasha Smith;Dash Mihok;Garrett Morris;Biography;23000000;11000000;2008
Anacondas: The Hunt for the Blood Orchid;Dwight H. Little;97;Nicholas Gonzalez;Salli Richardson-Whitfield;Johnny Messner;Action;25000000;70000000;2004
Harlock: Space Pirate;Shinji Aramaki;115;Shun Oguri;YÃ» Aoi;Haruma Miura;Animation;30000000;3000000;2013
Mortdecai;David Koepp;107;Johnny Depp;Olivia Munn;Ulrich Thomsen;Action;60000000;27000000;2015
Burnt;John Wells;101;Bradley Cooper;Omar Sy;Riccardo Scamarcio;Comedy;20000000;36100000;2015
Cinderella;Kenneth Branagh;105;Hayley Atwell;Derek Jacobi;Lily James;Drama;95000000;544000000;2015
Nick and Norah's Infinite Playlist;Peter Sollett;90;Ari Graynor;Alexis Dziena;Aaron Yoo;Comedy;9000000;33000000;2008
Piranha 3D;Alexandre Aja;88;Adam Scott;Kelly Brook;Jessica Szohr;Comedy;24000000;83000000;2010
The Last Godfather;Hyung-rae Shim;100;Jason Mewes;Stephanie Danielson;Michael Rispoli;Comedy;13400000;1700000;2010
Pride & Prejudice;Joe Wright;135;Talulah Riley;Brenda Blethyn;Simon Woods;Drama;28000000;121000000;2005
Tiny Furniture;Lena Dunham;98;Lena Dunham;Merritt Wever;Jemima Kirke;Comedy;65000;400000;2010
Wanted;Timur Bekmambetov;110;Angelina Jolie;Morgan Freeman;Common;Action;75000000;342000000;2008
Crop Circles: Quest for Truth;William Gazecki;115;Karen Alexander;Colin Andrews;Francine Blake;Documentary;750000;75000000;2002
